ts,equity,peak,drawdown_pct
2026-05-26T20:10:47+00:00,100384.8,100384.8,0.0
2026-05-28T07:28:27+00:00,98706.71,100384.8,1.67165746208589
2026-05-28T09:52:51+00:00,100926.53,100926.53,0.0
2026-05-28T16:45:43+00:00,99518.23,100926.53,1.3953714647674926
2026-05-28T20:37:39+00:00,99386.51,100926.53,1.525882243251605
